"Tree Id",Address,"New Data Field","Common Name","Root Issues","Scientific Name",Condition,"Crown/Branch Issues",Status,"Tree Work-Pruning","Trunk Issues","Tree Work-PHC","Tree Work-Other","Primary ID",Targets,"Client Site","Site Factors","Main Issue - Trunk","Main Issue - Branch","Main Issue - Root",Priority,"Health Issues","Load on Branch Defect","Load on Root Defect","Load on Trunk Defect","Fall Distance/Dead-Weak Branches","Likelihood of Failure - Trunk","Likelihood of Failure - Roots","Likelihood of Impact - Roots","Likelihood of Failure - Branches","Likelihood of Impact - Trunk","Likelihood of Failure and Impact - Roots","Likelihood of Failure and Impact - Trunk","Likelihood of Impact - Crown/Branches",AB,"Tree Work-Preservation",Monitor,"Consequences - Roots","Likelihood of Failure and Impact - Branches","Consequences - Trunk",Years,"Risk Rating - Trunk","Risk Rating - Roots","Consequences - Branches",Cycle,Grove,"Risk Rating - Branches","Residence Name","Phone Number",Email,"Tag Number",Veteran/Historic/Memorial?,"Next Inspection","Last Inspection","Inspection Cycle",Notes,"Address Number","Address Street",City,Code,Cultivar,Genus,"Land Use","Land Type","Location on Site",DBH,"DBH Stem 1","DBH Stem 2","DBH Stem 3","DBH Stem 4","DBH Stem 5","DBH Stem 6",User,"Number of Stems (Multi Calc)","Last Modified User","DBH Range","Date Added","Tree Height (Estimated)","Height Range","Last Modified","TPZ Ratio","Tree Protection Zone (TPZ)","CRZ Ratio","Critical Root Zone (CRZ)","Crown Spread","Canopy Shape",Observations-Characteristics,"Pest Management Observations","Observations-Biotic Pest",Observations-Abiotic,"Observation Comments",Longitude,Latitude,Photos,"Tree Work Preservation","Overall Risk Rating","Mitigation Options","Residual Risk",Final/Preliminary?,"Inspection Interval","Sidewalk Infringement","Tree Well Rating","Well Covering",Dimensions
378,"351 3rd Avenue",,"River birch",,"Betula nigra",Good,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root Collar Excavate, Root zone improvement","Remove foreign object",9199,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,478,,,,,,351,"3rd Avenue",Phoenixville,BENI,,Betula,"Single Family",Street,North,1,,,,,,,mike,,mike,0-3in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Poor Taper",,,"Mechanical Damage",,-75.518810026884,40.126755968443,16287926805566362617340894255722.jpg_pg_6115677ea63d0.jpg,,,,,,,,,,
377,"500 Gay Street",,Serviceberry,,"Amelanchier  species",Good,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root Collar Excavate, Root zone improvement","Remove foreign object",9198,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,477,,,,,,500,"Gay Street",Phoenixville,AM,,Amelanchier,"Single Family",Street,South,2,,,,,,,mike,,mike,0-3in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Poor Taper",,Fungus,"Mechanical Damage",Rust,-75.517248013832,40.126950190904,16287920584968065767121391072222.jpg_pg_6115650b992f8.jpg,,,,,,,,,,
376,"500 Gay Street",,Serviceberry,,"Amelanchier  species",Good,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root Collar Excavate, Root zone improvement",,9197,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,476,,,,,,500,"Gay Street",Phoenixville,AM,,Amelanchier,"Multi Family",Street,South,3.24,2,1.5,1.5,1,1,,mike,"Multiple Stems",mike,3-6in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Girdling Root, Poor Taper",,Fungus,,Rust,-75.517376759865,40.126921478771,16287920961977475329481930353049.jpg_pg_61156534571f6.jpg,,,,,,,,,,
375,"320 3rd Avenue",,"American hornbeam",,"Carpinus caroliniana",Fair,,Alive,"Clearance Prune, Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,9196,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,475,,,,,,320,"3rd Avenue",Phoenixville,CACA,,Carpinus,"Single Family",Street,South,11.5,,,,,,,mike,,mike,6-12in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs",,,,,-75.517612761115,40.126883298518,16287922101804168407042737155421.jpg_pg_611565b007670.jpg,,,,,,,,,,
374,"320 3rd Avenue",,"Crabapple harvest gold",,"Malus 'harvest gold'",Poor,,Alive,"Structure Prune",,,"Remove, Replant",9195,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,474,,,,,,320,"3rd Avenue",Phoenixville,MAHA,"harvest gold'",Malus,"Single Family",Street,South,13,,,,,,,mike,,mike,12-18in,6/25/2021,,N/A,8/16/2021,,,,,,Asymmetrical,"Cavity, Co-dominant Limbs, Deadwood, Epicormic shoots, Girdling Root, Leaning trunk",,,,,-75.51772139058,40.126861764398,1628792357299199393043527929355.jpg_pg_6115663e81453.jpg,,,,,,,,,,
373,"326 3rd Avenue",,"American hornbeam",,"Carpinus caroliniana",Good,,Alive,"Crown Clean, Crown Raise, Structure Prune",,"Mulch, Root zone improvement",,9194,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,473,,,,,,326,"3rd Avenue",Phoenixville,CACA,,Carpinus,"Single Family",Street,South,10,,,,,,,mike,,mike,6-12in,6/25/2021,,N/A,8/12/2021,,,,,,,"Co-dominant Limbs, Girdling Root",,,,,-75.517966812705,40.126812543527,16287924691177531126504295037197.jpg_pg_611566b602d2a.jpg,,,,,,,,,,
372,"326 3rd Avenue",,"American hornbeam",,"Carpinus caroliniana",Good,,Alive,"Clearance Prune, Crown Clean, Structure Prune",,Mulch,,9193,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,472,,,,,,326,"3rd Avenue",Phoenixville,CACA,,Carpinus,"Single Family",Street,South,9,,,,,,,mike,,mike,6-12in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood",,,,,-75.518096899842,40.126784856772,16287925144561824776557651441339.jpg_pg_611566df821e6.jpg,,,,,,,,,,
371,"332 3rd Avenue",,"American hornbeam",,"Carpinus caroliniana",Good,,Alive,"Clearance Prune, Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,9192,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,471,,,,,,332,"3rd Avenue",Phoenixville,CACA,,Carpinus,"Single Family",Street,South,7.5,,,,,,,mike,,mike,6-12in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs",,,,,-75.5182927011,40.126745890208,16287925714548526627066953243854.jpg_pg_611567176718f.jpg,,,,,,,,,,
370,"332 3rd Avenue",,"American hornbeam",,"Carpinus caroliniana",Good,,Alive,"Clearance Prune, Structure Prune",,"Mulch, Root zone improvement",,9191,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,470,,,,,,332,"3rd Avenue",Phoenixville,CACA,,Carpinus,"Single Family",Street,South,8.5,,,,,,,mike,,mike,6-12in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Leaning trunk",,,,,-75.518394625043,40.126728457791,16287926131772014197796299690551.jpg_pg_611567406ae29.jpg,,,,,,,,,,
369,"354 3rd Avenue",,"Pin oak",,"Quercus palustris",Fair,,Alive,"Clearance Prune, Crown Clean, Deadwood",,"Mulch, Root zone improvement",,9190,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,469,,,,,,354,"3rd Avenue",Phoenixville,QUPA,,Quercus,"Single Family",Street,South,24,,,,,,,mike,,mike,24-30in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Girdling Root, Over pruned",,"Bacterial Leaf Scorch","Nutrient Deficiency",,-75.518921293609,40.126641451924,16287927570355035612130686771130.jpg_pg_611567d897c8c.jpg,,,,,,,,,,
368,"358 3rd Avenue",,"Pin oak",,"Quercus palustris",Poor,,Alive,"Crown Clean, Deadwood",,,"Remove, Replant",9189,,"Borough of Phoenixville",,,,,High,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,468,,,,,,358,"3rd Avenue",Phoenixville,QUPA,,Quercus,"Multi Family",Street,South,,,,,,,,mike,,mike,N/A,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Girdling Root, Over pruned",,"Bacterial Leaf Scorch",,,-75.518992372148,40.126627095794,16287928541077038428338471186149.jpg_pg_6115683ba5d36.jpg,,,,,,,,,,
367,"358 3rd Avenue",,"Pin oak",,"Quercus palustris",Fair,,Alive,"Crown Clean, Deadwood",,"Mulch, Root zone improvement",,9188,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,467,,,,,,358,"3rd Avenue",Phoenixville,QUPA,,Quercus,"Multi Family",Street,South,11.5,,,,,,,mike,,mike,6-12in,6/25/2021,,N/A,8/12/2021,,,,,,Symmetrical,"Co-dominant Limbs, Over pruned, Topped",,"Bacterial Leaf Scorch","Nutrient Deficiency",,-75.519054062955,40.126598383525,16287929270917123153822219144566.jpg_pg_6115687e58c40.jpg,,,,,,,,,,
366,"358 3rd Avenue",,"Pin oak",,"Quercus palustris",Fair,,Alive,"Clearance Prune, Crown Clean, Deadwood",,"Mulch, Root zone improvement",,9187,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,466,,,,,,358,"3rd Avenue",Phoenixville,QUPA,,Quercus,"Multi Family",Street,South,22,,,,,,,mike,,mike,18-24in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Girdling Root",,"Bacterial Leaf Scorch","Nutrient Deficiency",,-75.519111730449,40.126596332648,16287929908968596390254985321503.jpg_pg_611568be76a39.jpg,,,,,,,,,,
365,"362 3rd Avenue",,"Pin oak",,"Quercus palustris",Good,,Alive,"Clearance Prune, Crown Clean, Deadwood, Structure Prune",,"Mulch, Root zone improvement",,9186,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,465,,,,,,362,"3rd Avenue",Phoenixville,QUPA,,Quercus,"Multi Family",Street,South,27,,,,,,,mike,,mike,24-30in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Girdling Root",,"Bacterial Leaf Scorch","Nutrient Deficiency",,-75.519220359914,40.126592230894,16287931086372126602415829900528.jpg_pg_611569308c759.jpg,,,,,,,,,,
364,"364 3rd Avenue",,"Pin oak",,"Quercus palustris",Fair,,Alive,"Clearance Prune, Crown Clean, Deadwood",,"Mulch, Root zone improvement",,9185,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,464,,,,,,364,"3rd Avenue",Phoenixville,QUPA,,Quercus,"Multi Family",Street,South,29.5,,,,,,,mike,,mike,24-30in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Girdling Root",,,"Nutrient Deficiency",,-75.519320942752,40.126562493171,1628793187412578086200146029578.jpg_pg_611569846809f.jpg,,,,,,,,,,
363,"366 3rd Avenue",,Basswood,,"Tilia  species",Good,,Alive,"Crown Clean, Deadwood, Structure Prune",,"Mulch, Root zone improvement",Cable,9184,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,463,,,,,,366,"3rd Avenue",Phoenixville,TI,,Tilia,"Multi Family",Street,South,19,,,,,,,mike,,mike,18-24in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Girdling Root, Included Bark, Leaning trunk",,,,,-75.519414820067,40.126538908071,16287932570471114719226549781473.jpg_pg_611569cdbf0b5.jpg,,,,,,,,,,
362,"370 3rd Avenue",,"Silver linden",,"Tilia tomentosa",Good,,Alive,"Clearance Prune, Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,9183,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,462,,,,,,370,"3rd Avenue",Phoenixville,TITO,,Tilia,"Multi Family",Street,South,21.5,,,,,,,mike,,mike,18-24in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Broken Limb, Co-dominant Limbs, Deadwood, Girdling Root",,,,,-75.519495286338,40.126519424721,16287933257111323858948666121704.jpg_pg_61156a146687e.jpg,,,,,,,,,,
361,"366 3rd Avenue",,"Swamp white oak",,"Quercus bicolor",Fair,,Alive,"Clearance Prune, Deadwood, Structure Prune",,,Remove,9182,,"Borough of Phoenixville",,,,,High,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,461,,,,,,366,"3rd Avenue",Phoenixville,QUBI,,Quercus,,,,27,,,,,,,mike,,mike,24-30in,6/25/2021,,N/A,6/25/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Epicormic shoots, Girdling Root",,,,,-75.519318290922,40.126237989529,,,,,,,,,,,
360,"326 Nutt Road",,"Amur maple",,"Acer ginnala",Good,,Alive,"Clearance Prune, Structure Prune",,"Root zone improvement",,9181,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,460,,,,,,326,"Nutt Road",Phoenixville,ACGI,,Acer,,,,12,,,,,,,mike,,mike,12-18in,6/25/2021,,N/A,6/25/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Leaning trunk",,,,,-75.519170769427,40.126167233866,,,,,,,,,,,
359,"319 Pennsylvania 23",,"Amur maple",,"Acer ginnala",Good,,Alive,"Structure Prune",,"Root zone improvement",,9180,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,459,,,,,,319,"Pennsylvania 23",Phoenixville,ACGI,,Acer,,,,5,,,,,,,mike,,mike,3-6in,6/25/2021,,N/A,6/25/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Girdling Root, Leaning trunk",,,,,-75.519086279843,40.126130317839,,,,,,,,,,,
358,"319 Pennsylvania 23",,"Amur maple",,"Acer ginnala",Good,,Alive,"Structure Prune",,"Root zone improvement",,9179,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,458,,,,,,319,"Pennsylvania 23",Phoenixville,ACGI,,Acer,,,,9,,,,,,,mike,,mike,6-12in,6/25/2021,,N/A,6/25/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Girdling Root",,,,,-75.518985517973,40.126097291767,,,,,,,,,,,
357,"313 Pennsylvania 23",,Cherry,,"Prunus species",Good,,Alive,"Clearance Prune, Structure Prune",,,,9178,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,457,,,,,,313,"Pennsylvania 23",Phoenixville,PR,,Prunus,,,,12.5,,,,,,,mike,,mike,12-18in,6/25/2021,,N/A,6/25/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood",,,,,-75.518872865194,40.126041917663,,,,,,,,,,,
356,"323 4th Avenue",,Honeylocust,,"Gleditsia triacanthos",Good,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,9177,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,456,,,,,,323,"4th Avenue",Phoenixville,GLTR,,Gleditsia,"Single Family",Street,North,20.5,,,,,,,mike,,mike,18-24in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Epicormic shoots, Girdling Root, Leaning trunk",,,,"Honey locust plant bug, webworm",-75.517965717701,40.125882252449,16287913457984571443363994887347.jpg_pg_611562584ec4e.jpg,,,,,,,,,,
355,"319 4th Avenue",,Honeylocust,,"Gleditsia triacanthos",Good,,Alive,"Clearance Prune, Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,9176,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,455,,,,,,319,"4th Avenue",Phoenixville,GLTR,,Gleditsia,"Single Family",Street,North,22.5,,,,,,,mike,,mike,18-24in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Girdling Root, Over pruned",,,"Mechanical Damage","Honey locust plant bug, webworm",-75.517790033011,40.125911990469,1628791414834170427289758369527.jpg_pg_6115629c52c06.jpg,,,,,,,,,,
354,"305 4th Avenue",,Honeylocust,,"Gleditsia triacanthos",Good,,Alive,"Clearance Prune, Crown Clean, Deadwood, Structure Prune",,"Mulch, Root zone improvement",,9175,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,454,,,,,,305,"4th Avenue",Phoenixville,GLTR,,Gleditsia,"Single Family",Street,North,21,,,,,,,mike,,mike,18-24in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Crack, Deadwood, Girdling Root, Leaning trunk",,,,"Honey locust plant bug, webworm",-75.51752244737,40.12598172095,16287915209437365370536655695065.jpg_pg_61156300c1c47.jpg,,,,,,,,,,
353,"522 Gay Street",,"Pin oak",,"Quercus palustris",Fair,,Alive,"Clearance Prune, Crown Clean, Deadwood",,"Mulch, Root zone improvement",,9174,,"Borough of Phoenixville",,,,,High,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,453,,,,,,522,"Gay Street",Phoenixville,QUPA,,Quercus,"Single Family",Street,West,30.5,,,,,,,mike,,mike,>30in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Epicormic shoots, Girdling Root",,,,,-75.516666737525,40.126200249617,16287835579775745143239073057385.jpg_pg_611543e5af42a.jpg,,,,,,,,,,
352,"520 Gay Street",,Basswood,,"Tilia  species",Good,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,9173,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,452,,,,,,520,"Gay Street",Phoenixville,TI,,Tilia,"Single Family",Street,West,14,,,,,,,mike,,mike,12-18in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Girdling Root, Leaning trunk",,,,,-75.516716358391,40.126363295084,16287836142695675936487473671620.jpg_pg_61154417af1fb.jpg,,,,,,,,,,
351,"512 Gay Street",,"Pin oak",,"Quercus palustris",Poor,,Alive,"Crown Clean, Deadwood",,,"Remove, Replant",9172,,"Borough of Phoenixville",,,,,Urgent,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,451,,,,,,512,"Gay Street",Phoenixville,QUPA,,Quercus,"Single Family",Street,West,30.5,,,,,,,mike,,mike,>30in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Broken Limb, Cavity, Co-dominant Limbs, Deadwood, Girdling Root, Leaning trunk, Vine growth",,"Bacterial Leaf Scorch, Fungus, Root Rot","Mechanical Damage, Nutrient Deficiency",,-75.516792801348,40.12663913841,16287837139756832144183749383521.jpg_pg_61154485b6df4.jpg,,,,,,,,,,
350,"510 Gay Street",,"American hornbeam",,"Carpinus caroliniana",Good,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,9171,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,450,,,,,,510,"Gay Street",Phoenixville,CACA,,Carpinus,"Small Commercial",Street,West,7,,,,,,,mike,,mike,6-12in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Deadwood, Leaning trunk, Poor Taper",,,,,-75.516864455703,40.126845741552,1628783784721586068096424281555.jpg_pg_611544bf6bee4.jpg,,,,,,,,,,
349,"400 Gay Street",,"Crabapple harvest gold",,"Malus 'harvest gold'",Good,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,9170,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,449,,,,,,400,"Gay Street",Phoenixville,MAHA,"harvest gold'",Malus,"Multi Family",Street,South,5,,,,,,,mike,,mike,3-6in,6/25/2021,,N/A,8/12/2021,,,,,,,"Co-dominant Limbs, Girdling Root, Poor Taper",,Fungus,"Mechanical Damage","Rust ",-75.517398770251,40.127939555971,16275849357423016189028280436925.jpg_pg_6102f9c266dca.jpg,,,,,,,,,,
348,"400 Gay Street",,Serviceberry,,"Amelanchier  species",Fair,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root Collar Excavate, Root zone improvement",,9169,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,448,,,,,,400,"Gay Street",Phoenixville,AM,,Amelanchier,"Small Commercial",Street,South,3.5,,,,,,,mike,,mike,3-6in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Poor Taper",,Fungus,"Mechanical Damage","Rust ",-75.517627861822,40.127891175103,16287970045074582667819582730446.jpg_pg_61157866089f1.jpg,,,,,,,,,,
347,"317 2nd Avenue",,"River birch",,"Betula nigra",Good,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,9168,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,447,,,,,,317,"2nd Avenue",Phoenixville,BENI,,Betula,"Small Commercial",Street,South,11.5,,,,,,,mike,,mike,6-12in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood",,,,,-75.517910913219,40.127850334184,16287969480452665583849530821438.jpg_pg_6115783bf0e41.jpg,,,,,,,,,,
346,"319 2nd Avenue",,"River birch",,"Betula nigra",Good,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,9167,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,446,,,,,,319,"2nd Avenue",Phoenixville,BENI,,Betula,"Small Commercial",Street,South,9.5,,,,,,,mike,,mike,6-12in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Leaning trunk",,,,,-75.518063799133,40.127828800371,16287968820687081312643482578799.jpg_pg_611577f28fb4f.jpg,,,,,,,,,,
345,"319 2nd Avenue",,"River birch",,"Betula nigra",Good,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,9166,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,445,,,,,,319,"2nd Avenue",Phoenixville,BENI,,Betula,"Small Commercial",Street,South,12.5,,,,,,,mike,,mike,12-18in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,Cavity,,,,,-75.518218026152,40.127792910667,16287959998476776194323042294451.jpg_pg_611574796eb7f.jpg,,,,,,,,,,
344,"323 2nd Avenue",,"River birch",,"Betula nigra",Good,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,9165,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,444,,,,,,323,"2nd Avenue",Phoenixville,BENI,,Betula,"Small Commercial",Street,South,12.5,,,,,,,mike,,mike,12-18in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs",,,,,-75.518392369738,40.127788808985,16287959392233799323246875619767.jpg_pg_6115744479487.jpg,,,,,,,,,,
343,"323 2nd Avenue",,"River birch",,"Betula nigra",Good,,Alive,"Crown Clean, Structure Prune",,"Mulch, Root zone improvement",,9164,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,443,,,,,,323,"2nd Avenue",Phoenixville,BENI,,Betula,"Small Commercial",Street,South,17,,,,,,,mike,,mike,12-18in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Girdling Root",,,,,-75.518539891233,40.127749842997,16287958985907560450778202240837.jpg_pg_61157419254ab.jpg,,,,,,,,,,
342,"325 2nd Avenue",,"River birch",,"Betula nigra",Good,,Alive,"Crown Clean, Deadwood, Structure Prune",,"Mulch, Root zone improvement",,9163,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,442,,,,,,325,"2nd Avenue",Phoenixville,BENI,,Betula,"Small Commercial",Street,South,15,,,,,,,mike,,mike,12-18in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood",,,,,-75.518686071625,40.127711902408,16287957880645348875472190078911.jpg_pg_611573b27618a.jpg,,,,,,,,,,
341,"335 2nd Avenue",,"River birch",,"Betula nigra",Good,,Alive,"Crown Clean, Deadwood, Structure Prune",,"Mulch, Root zone improvement",,9162,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,441,,,,,,335,"2nd Avenue",Phoenixville,BENI,,Betula,"Small Commercial",Street,South,15,,,,,,,mike,,mike,12-18in,6/25/2021,,N/A,8/12/2021,,,,,,Symmetrical,"Co-dominant Limbs, Deadwood",,,,,-75.518834934225,40.12768524144,162879572688160138874514170284.jpg_pg_6115736c19268.jpg,,,,,,,,,,
340,"320 3rd Avenue",,"Pin oak",,"Quercus palustris",Fair,,Alive,"Crown Clean, Deadwood",,"Mulch, Root zone improvement",,9161,,"Borough of Phoenixville",,,,,High,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,440,,,,,,320,"3rd Avenue",Phoenixville,QUPA,,Quercus,"Single Family",Street,South,35,,,,,,,mike,,mike,>30in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Broken Limb, Co-dominant Limbs, Deadwood, Girdling Root",,"Bacterial Leaf Scorch","Mechanical Damage, Nutrient Deficiency",,-75.517672669434,40.126969608457,16287922733722566420438365868361.jpg_pg_611565f20ed9c.jpg,,,,,,,,,,
339,"414 Gay Street",,"Pin oak",,"Quercus palustris",Fair,,Alive,"Crown Clean, Deadwood, Structure Prune",,"Mulch, Root zone improvement",,9160,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,439,,,,,,414,"Gay Street",Phoenixville,QUPA,,Quercus,"Single Family",Street,West,30,,,,,,,mike,,mike,>30in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Co-dominant Limbs, Deadwood, Girdling Root",,,"Mechanical Damage, Nutrient Deficiency",,-75.51707887977,40.12747812405,16287787383448158276826285541136.jpg_pg_61153104017e8.jpg,,,,,,,,,,
338,"410 Gay Street",,"American hornbeam",,"Carpinus caroliniana",Fair,,Alive,"Crown Clean, Deadwood, Structure Prune",,Mulch,,9159,,"Borough of Phoenixville",,,,,Medium,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,438,,,,,,410,"Gay Street",Phoenixville,CACA,,Carpinus,"Single Family",Street,West,5,,,,,,,mike,,mike,3-6in,6/25/2021,,N/A,8/12/2021,,,,,,Asymmetrical,"Deadwood, Epicormic shoots",,,,,-75.517112407383,40.127574513945,16287786755382084895315677195545.jpg_pg_611530cfc709f.jpg,,,,,,,,,,
